id,filename,ethnicity,age_group,gender
1,img001.png,South African,26-40,female
2,img002.png,South African,26-40,male
3,img003.png,South African,26-40,female
4,img004.png,South African,26-40,male
5,img005.png,South African,26-40,male
6,img006.png,South African,26-40,female
7,img007.png,South African,26-40,female
8,img008.png,South African,26-40,female
9,img009.png,South African,26-40,male
10,img010.png,South African,26-40,female
11,img011.png,South African,26-40,female
12,img012.png,South African,26-40,male
13,img013.png,South African,26-40,female
14,img014.png,South African,26-40,male
15,img015.png,South African,26-40,female
16,img016.png,South African,26-40,male
