id,filename,ethnicity,age_group,gender
1,img001.png,Hawaiian,26-40,male
2,img002.png,Hawaiian,26-40,male
3,img003.png,Hawaiian,26-40,female
4,img004.png,Hawaiian,26-40,female
5,img005.png,Hawaiian,26-40,male
6,img006.png,Hawaiian,26-40,female
7,img007.png,Hawaiian,26-40,male
8,img008.png,Hawaiian,26-40,female
9,img009.png,Hawaiian,26-40,female
10,img010.png,Hawaiian,26-40,female
11,img011.png,Hawaiian,26-40,female
12,img012.png,Hawaiian,26-40,male
13,img013.png,Hawaiian,26-40,male
14,img014.png,Hawaiian,26-40,female
