id,filename,ethnicity,age_group,gender
1,img001.png,Hawaiian,41plus,male
2,img002.png,Hawaiian,41plus,female
3,img003.png,Hawaiian,41plus,female
4,img004.png,Hawaiian,41plus,female
5,img005.png,Hawaiian,41plus,male
6,img006.png,Hawaiian,41plus,male
7,img007.png,Hawaiian,41plus,female
8,img008.png,Hawaiian,41plus,male
9,img009.png,Hawaiian,41plus,female
10,img010.png,Hawaiian,41plus,male
11,img011.png,Hawaiian,41plus,male
12,img012.png,Hawaiian,41plus,male
13,img013.png,Hawaiian,41plus,male
14,img014.png,Hawaiian,41plus,female
