id,filename,ethnicity,age_group,gender
1,img001.png,Native American,21-25,female
2,img002.png,Native American,21-25,female
3,img003.png,Native American,21-25,male
4,img004.png,Native American,21-25,male
5,img005.png,Native American,21-25,male
6,img006.png,Native American,21-25,male
7,img007.png,Native American,21-25,female
8,img008.png,Native American,21-25,male
9,img009.png,Native American,21-25,female
10,img010.png,Native American,21-25,female
11,img011.png,Native American,21-25,male
12,img012.png,Native American,21-25,male
13,img013.png,Native American,21-25,male
14,img014.png,Native American,21-25,female
15,img015.png,Native American,21-25,female
16,img016.png,Native American,21-25,female
17,img017.png,Native American,21-25,male
