id,filename,ethnicity,age_group,gender
1,img001.png,Chinese,21-25,male
2,img002.png,Chinese,21-25,male
3,img003.png,Chinese,21-25,male
4,img004.png,Chinese,21-25,male
5,img005.png,Chinese,21-25,male
6,img006.png,Chinese,21-25,male
7,img007.png,Chinese,21-25,male
8,img008.png,Chinese,21-25,male
9,img009.png,Chinese,21-25,female
10,img010.png,Chinese,21-25,female
11,img011.png,Chinese,21-25,female
12,img012.png,Chinese,21-25,female
13,img013.png,Chinese,21-25,female
14,img014.png,Chinese,21-25,male
15,img015.png,Chinese,21-25,female
16,img016.png,Chinese,21-25,female
17,img017.png,Chinese,21-25,female
18,img018.png,Chinese,21-25,female
19,img019.png,Chinese,21-25,female
20,img020.png,Chinese,21-25,male
21,img021.png,Chinese,21-25,male
22,img022.png,Chinese,21-25,male
23,img023.png,Chinese,21-25,male
