id,filename,ethnicity,age_group,gender
1,img001.png,South African,13-17,female
2,img002.png,South African,13-17,female
3,img003.png,South African,13-17,female
4,img004.png,South African,13-17,female
5,img005.png,South African,13-17,female
6,img006.png,South African,13-17,male
7,img007.png,South African,13-17,female
8,img008.png,South African,13-17,female
9,img009.png,South African,13-17,male
10,img010.png,South African,13-17,female
11,img011.png,South African,13-17,female
12,img012.png,South African,13-17,male
13,img013.png,South African,13-17,male
14,img014.png,South African,13-17,male
15,img015.png,South African,13-17,male
16,img016.png,South African,13-17,male
17,img017.png,South African,13-17,male
