id,filename,ethnicity,age_group,gender
1,img001.png,East African,26-40,female
2,img002.png,East African,26-40,female
3,img003.png,East African,26-40,female
4,img004.png,East African,26-40,male
5,img005.png,East African,26-40,male
6,img006.png,East African,26-40,male
7,img007.png,East African,26-40,male
8,img008.png,East African,26-40,female
9,img009.png,East African,26-40,male
10,img010.png,East African,26-40,female
11,img011.png,East African,26-40,female
12,img012.png,East African,26-40,female
13,img013.png,East African,26-40,female
14,img014.png,East African,26-40,male
15,img015.png,East African,26-40,male
16,img016.png,East African,26-40,male
17,img017.png,East African,26-40,male
18,img018.png,East African,26-40,female
19,img019.png,East African,26-40,female
20,img020.png,East African,26-40,male
21,img021.png,East African,26-40,female
22,img022.png,East African,26-40,female
23,img023.png,East African,26-40,female
24,img024.png,East African,26-40,male
