id,filename,ethnicity,age_group,gender
1,img001.png,Ethiopian,26-40,female
2,img002.png,Ethiopian,26-40,female
3,img003.png,Ethiopian,26-40,male
4,img004.png,Ethiopian,26-40,female
5,img005.png,Ethiopian,26-40,female
6,img006.png,Ethiopian,26-40,male
7,img007.png,Ethiopian,26-40,female
8,img008.png,Ethiopian,26-40,male
9,img009.png,Ethiopian,26-40,male
10,img010.png,Ethiopian,26-40,male
11,img011.png,Ethiopian,26-40,female
12,img012.png,Ethiopian,26-40,male
13,img013.png,Ethiopian,26-40,female
