id,filename,ethnicity,age_group,gender
1,img001.png,Ethiopian,21-25,female
2,img002.png,Ethiopian,21-25,female
3,img003.png,Ethiopian,21-25,male
4,img004.png,Ethiopian,21-25,male
5,img005.png,Ethiopian,21-25,female
6,img006.png,Ethiopian,21-25,female
7,img007.png,Ethiopian,21-25,male
8,img008.png,Ethiopian,21-25,male
9,img009.png,Ethiopian,21-25,male
10,img010.png,Ethiopian,21-25,male
11,img011.png,Ethiopian,21-25,male
12,img012.png,Ethiopian,21-25,male
13,img013.png,Ethiopian,21-25,male
14,img014.png,Ethiopian,21-25,female
15,img015.png,Ethiopian,21-25,female
16,img016.png,Ethiopian,21-25,male
17,img017.png,Ethiopian,21-25,male
18,img018.png,Ethiopian,21-25,female
19,img019.png,Ethiopian,21-25,male
20,img020.png,Ethiopian,21-25,female
21,img021.png,Ethiopian,21-25,male
