id,filename,ethnicity,age_group,gender
1,img001.png,Filipino,26-40,male
2,img002.png,Filipino,26-40,female
3,img003.png,Filipino,26-40,male
4,img004.png,Filipino,26-40,male
5,img005.png,Filipino,26-40,female
6,img006.png,Filipino,26-40,female
7,img007.png,Filipino,26-40,male
8,img008.png,Filipino,26-40,male
9,img009.png,Filipino,26-40,female
10,img010.png,Filipino,26-40,female
11,img011.png,Filipino,26-40,male
12,img012.png,Filipino,26-40,male
13,img013.png,Filipino,26-40,male
14,img014.png,Filipino,26-40,female
15,img015.png,Filipino,26-40,female
16,img016.png,Filipino,26-40,male
17,img017.png,Filipino,26-40,female
18,img018.png,Filipino,26-40,male
19,img019.png,Filipino,26-40,male
20,img020.png,Filipino,26-40,male
21,img021.png,Filipino,26-40,female
22,img022.png,Filipino,26-40,female
