id,filename,ethnicity,age_group,gender
1,img001.png,Indian,18-20,female
2,img002.png,Indian,18-20,male
3,img003.png,Indian,18-20,female
4,img004.png,Indian,18-20,female
5,img005.png,Indian,18-20,female
6,img006.png,Indian,18-20,female
7,img007.png,Indian,18-20,male
8,img008.png,Indian,18-20,female
9,img009.png,Indian,18-20,female
10,img010.png,Indian,18-20,female
11,img011.png,Indian,18-20,female
12,img012.png,Indian,18-20,male
13,img013.png,Indian,18-20,female
14,img014.png,Indian,18-20,female
15,img015.png,Indian,18-20,female
16,img016.png,Indian,18-20,female
17,img017.png,Indian,18-20,male
18,img018.png,Indian,18-20,male
