id,filename,ethnicity,age_group,gender
1,img001.png,East African,13-17,female
2,img002.png,East African,13-17,female
3,img003.png,East African,13-17,male
4,img004.png,East African,13-17,male
5,img005.png,East African,13-17,female
6,img006.png,East African,13-17,male
7,img007.png,East African,13-17,female
8,img008.png,East African,13-17,female
9,img009.png,East African,13-17,male
10,img010.png,East African,13-17,male
11,img011.png,East African,13-17,female
12,img012.png,East African,13-17,female
13,img013.png,East African,13-17,male
14,img014.png,East African,13-17,female
15,img015.png,East African,13-17,female
16,img016.png,East African,13-17,male
17,img017.png,East African,13-17,male
18,img018.png,East African,13-17,male
19,img019.png,East African,13-17,male
20,img020.png,East African,13-17,female
21,img021.png,East African,13-17,female
22,img022.png,East African,13-17,female
23,img023.png,East African,13-17,female
24,img024.png,East African,13-17,male
25,img025.png,East African,13-17,male
26,img026.png,East African,13-17,male
27,img027.png,East African,13-17,male
