id,filename,ethnicity,age_group,gender
1,img001.png,East African,18-20,female
2,img002.png,East African,18-20,female
3,img003.png,East African,18-20,male
4,img004.png,East African,18-20,male
5,img005.png,East African,18-20,male
6,img006.png,East African,18-20,male
7,img007.png,East African,18-20,male
8,img008.png,East African,18-20,male
9,img009.png,East African,18-20,female
10,img010.png,East African,18-20,female
11,img011.png,East African,18-20,male
12,img012.png,East African,18-20,female
13,img013.png,East African,18-20,female
14,img014.png,East African,18-20,female
15,img015.png,East African,18-20,female
16,img016.png,East African,18-20,female
17,img017.png,East African,18-20,female
18,img018.png,East African,18-20,female
19,img019.png,East African,18-20,male
20,img020.png,East African,18-20,female
21,img021.png,East African,18-20,female
22,img022.png,East African,18-20,female
23,img023.png,East African,18-20,male
24,img024.png,East African,18-20,male
