id,filename,ethnicity,age_group,gender
1,img001.png,Brazilian,26-40,male
2,img002.png,Brazilian,26-40,female
3,img003.png,Brazilian,26-40,male
4,img004.png,Brazilian,26-40,female
5,img005.png,Brazilian,26-40,female
6,img006.png,Brazilian,26-40,male
7,img007.png,Brazilian,26-40,female
8,img008.png,Brazilian,26-40,female
9,img009.png,Brazilian,26-40,male
10,img010.png,Brazilian,26-40,male
11,img011.png,Brazilian,26-40,female
12,img012.png,Brazilian,26-40,female
13,img013.png,Brazilian,26-40,male
14,img014.png,Brazilian,26-40,male
15,img015.png,Brazilian,26-40,male
16,img016.png,Brazilian,26-40,male
17,img017.png,Brazilian,26-40,male
18,img018.png,Brazilian,26-40,female
19,img019.png,Brazilian,26-40,female
20,img020.png,Brazilian,26-40,female
