id,filename,ethnicity,age_group,gender
1,img001.png,Indigenous Australian,13-17,male
2,img002.png,Indigenous Australian,13-17,male
3,img003.png,Indigenous Australian,13-17,female
4,img004.png,Indigenous Australian,13-17,female
5,img005.png,Indigenous Australian,13-17,male
6,img006.png,Indigenous Australian,13-17,male
7,img007.png,Indigenous Australian,13-17,male
8,img008.png,Indigenous Australian,13-17,female
9,img009.png,Indigenous Australian,13-17,male
10,img010.png,Indigenous Australian,13-17,female
11,img011.png,Indigenous Australian,13-17,male
12,img012.png,Indigenous Australian,13-17,male
13,img013.png,Indigenous Australian,13-17,female
14,img014.png,Indigenous Australian,13-17,female
15,img015.png,Indigenous Australian,13-17,female
16,img016.png,Indigenous Australian,13-17,female
17,img017.png,Indigenous Australian,13-17,female
18,img018.png,Indigenous Australian,13-17,female
19,img019.png,Indigenous Australian,13-17,male
20,img020.png,Indigenous Australian,13-17,female
21,img021.png,Indigenous Australian,13-17,female
22,img022.png,Indigenous Australian,13-17,male
23,img023.png,Indigenous Australian,13-17,female
24,img024.png,Indigenous Australian,13-17,female
25,img025.png,Indigenous Australian,13-17,male
26,img026.png,Indigenous Australian,13-17,male
27,img027.png,Indigenous Australian,13-17,female
