id,filename,ethnicity,age_group,gender
1,img001.png,Hawaiian,18-20,female
2,img002.png,Hawaiian,18-20,female
3,img003.png,Hawaiian,18-20,female
4,img004.png,Hawaiian,18-20,female
5,img005.png,Hawaiian,18-20,female
6,img006.png,Hawaiian,18-20,male
7,img007.png,Hawaiian,18-20,female
8,img008.png,Hawaiian,18-20,female
9,img009.png,Hawaiian,18-20,female
10,img010.png,Hawaiian,18-20,female
11,img011.png,Hawaiian,18-20,female
12,img012.png,Hawaiian,18-20,female
13,img013.png,Hawaiian,18-20,female
14,img014.png,Hawaiian,18-20,male
15,img015.png,Hawaiian,18-20,male
