id,filename,ethnicity,age_group,gender
1,img001.png,West African,26-40,female
2,img002.png,West African,26-40,male
3,img003.png,West African,26-40,male
4,img004.png,West African,26-40,male
5,img005.png,West African,26-40,female
6,img006.png,West African,26-40,female
7,img007.png,West African,26-40,female
8,img008.png,West African,26-40,female
9,img009.png,West African,26-40,male
10,img010.png,West African,26-40,male
11,img011.png,West African,26-40,male
12,img012.png,West African,26-40,male
