id,filename,ethnicity,age_group,gender
1,img001.png,West African,18-20,Unknown
2,img002.png,West African,18-20,Unknown
3,img003.png,West African,18-20,Unknown
4,img004.png,West African,18-20,Unknown
5,img005.png,West African,18-20,Unknown
6,img006.png,West African,18-20,Unknown
7,img007.png,West African,18-20,Unknown
8,img008.png,West African,18-20,Unknown
9,img009.png,West African,18-20,Unknown
10,img010.png,West African,18-20,Unknown
11,img011.png,West African,18-20,Unknown
12,img012.png,West African,18-20,Unknown
13,img013.png,West African,18-20,Unknown
14,img014.png,West African,18-20,Unknown
