id,filename,ethnicity,age_group,gender
1,img001.png,Black Caribbean,26-40,female
2,img002.png,Black Caribbean,26-40,male
3,img003.png,Black Caribbean,26-40,male
4,img004.png,Black Caribbean,26-40,male
5,img005.png,Black Caribbean,26-40,female
6,img006.png,Black Caribbean,26-40,female
7,img007.png,Black Caribbean,26-40,male
8,img008.png,Black Caribbean,26-40,female
9,img009.png,Black Caribbean,26-40,male
10,img010.png,Black Caribbean,26-40,female
11,img011.png,Black Caribbean,26-40,female
12,img012.png,Black Caribbean,26-40,female
13,img013.png,Black Caribbean,26-40,female
