id,filename,ethnicity,age_group,gender
1,img001.png,Indian,21-25,female
2,img002.png,Indian,21-25,male
3,img003.png,Indian,21-25,male
4,img004.png,Indian,21-25,female
5,img005.png,Indian,21-25,male
6,img006.png,Indian,21-25,male
7,img007.png,Indian,21-25,male
8,img008.png,Indian,21-25,female
9,img009.png,Indian,21-25,female
10,img010.png,Indian,21-25,female
11,img011.png,Indian,21-25,female
12,img012.png,Indian,21-25,male
13,img013.png,Indian,21-25,male
14,img014.png,Indian,21-25,male
15,img015.png,Indian,21-25,male
16,img016.png,Indian,21-25,male
17,img017.png,Indian,21-25,female
18,img018.png,Indian,21-25,female
19,img019.png,Indian,21-25,male
20,img020.png,Indian,21-25,male
21,img021.png,Indian,21-25,female
22,img022.png,Indian,21-25,male
23,img023.png,Indian,21-25,male
