id,filename,ethnicity,age_group,gender
1,img001.png,South African,18-20,male
2,img002.png,South African,18-20,male
3,img003.png,South African,18-20,female
4,img004.png,South African,18-20,female
5,img005.png,South African,18-20,male
6,img006.png,South African,18-20,male
7,img007.png,South African,18-20,female
8,img008.png,South African,18-20,male
9,img009.png,South African,18-20,female
10,img010.png,South African,18-20,male
11,img011.png,South African,18-20,female
12,img012.png,South African,18-20,male
