id,filename,ethnicity,age_group,gender
1,img001.png,Black Caribbean,21-25,female
2,img002.png,Black Caribbean,21-25,Unknown
3,img003.png,Black Caribbean,21-25,female
4,img004.png,Black Caribbean,21-25,male
5,img005.png,Black Caribbean,21-25,male
6,img006.png,Black Caribbean,21-25,female
7,img007.png,Black Caribbean,21-25,male
8,img008.png,Black Caribbean,21-25,female
9,img009.png,Black Caribbean,21-25,female
10,img010.png,Black Caribbean,21-25,male
11,img011.png,Black Caribbean,21-25,male
12,img012.png,Black Caribbean,21-25,female
13,img013.png,Black Caribbean,21-25,male
14,img014.png,Black Caribbean,21-25,female
