id,filename,ethnicity,age_group,gender
1,img001.png,Filipino,18-20,female
2,img002.png,Filipino,18-20,female
3,img003.png,Filipino,18-20,male
4,img004.png,Filipino,18-20,female
5,img005.png,Filipino,18-20,male
6,img006.png,Filipino,18-20,male
7,img007.png,Filipino,18-20,female
8,img008.png,Filipino,18-20,female
9,img009.png,Filipino,18-20,male
10,img010.png,Filipino,18-20,female
11,img011.png,Filipino,18-20,female
12,img012.png,Filipino,18-20,female
13,img013.png,Filipino,18-20,male
14,img014.png,Filipino,18-20,male
15,img015.png,Filipino,18-20,male
16,img016.png,Filipino,18-20,female
17,img017.png,Filipino,18-20,female
18,img018.png,Filipino,18-20,male
19,img019.png,Filipino,18-20,female
20,img020.png,Filipino,18-20,female
