id,filename,ethnicity,age_group,gender
1,img001.png,Southern European,26-40,female
2,img002.png,Southern European,26-40,male
3,img003.png,Southern European,26-40,male
4,img004.png,Southern European,26-40,female
5,img005.png,Southern European,26-40,female
6,img006.png,Southern European,26-40,male
7,img007.png,Southern European,26-40,female
8,img008.png,Southern European,26-40,female
9,img009.png,Southern European,26-40,female
10,img010.png,Southern European,26-40,female
11,img011.png,Southern European,26-40,male
12,img012.png,Southern European,26-40,male
13,img013.png,Southern European,26-40,male
14,img014.png,Southern European,26-40,female
15,img015.png,Southern European,26-40,male
16,img016.png,Southern European,26-40,male
17,img017.png,Southern European,26-40,male
18,img018.png,Southern European,26-40,female
19,img019.png,Southern European,26-40,female
20,img020.png,Southern European,26-40,male
21,img021.png,Southern European,26-40,male
22,img022.png,Southern European,26-40,male
23,img023.png,Southern European,26-40,female
24,img024.png,Southern European,26-40,female
