id,filename,ethnicity,age_group,gender
1,img001.png,Ethiopian,18-20,female
2,img002.png,Ethiopian,18-20,male
3,img003.png,Ethiopian,18-20,male
4,img004.png,Ethiopian,18-20,female
5,img005.png,Ethiopian,18-20,female
6,img006.png,Ethiopian,18-20,male
7,img007.png,Ethiopian,18-20,female
8,img008.png,Ethiopian,18-20,female
9,img009.png,Ethiopian,18-20,male
10,img010.png,Ethiopian,18-20,male
11,img011.png,Ethiopian,18-20,male
12,img012.png,Ethiopian,18-20,male
13,img013.png,Ethiopian,18-20,male
14,img014.png,Ethiopian,18-20,male
15,img015.png,Ethiopian,18-20,male
16,img016.png,Ethiopian,18-20,female
17,img017.png,Ethiopian,18-20,female
