id,filename,ethnicity,age_group,gender
1,img001.png,Indigenous Australian,26-40,male
2,img002.png,Indigenous Australian,26-40,male
3,img003.png,Indigenous Australian,26-40,male
4,img004.png,Indigenous Australian,26-40,female
5,img005.png,Indigenous Australian,26-40,male
6,img006.png,Indigenous Australian,26-40,female
7,img007.png,Indigenous Australian,26-40,female
8,img008.png,Indigenous Australian,26-40,female
9,img009.png,Indigenous Australian,26-40,female
10,img010.png,Indigenous Australian,26-40,male
11,img011.png,Indigenous Australian,26-40,male
12,img012.png,Indigenous Australian,26-40,female
13,img013.png,Indigenous Australian,26-40,male
14,img014.png,Indigenous Australian,26-40,male
15,img015.png,Indigenous Australian,26-40,male
16,img016.png,Indigenous Australian,26-40,female
17,img017.png,Indigenous Australian,26-40,female
