id,filename,ethnicity,age_group,gender
1,img001.png,Brazilian,18-20,male
2,img002.png,Brazilian,18-20,male
3,img003.png,Brazilian,18-20,female
4,img004.png,Brazilian,18-20,female
5,img005.png,Brazilian,18-20,female
6,img006.png,Brazilian,18-20,female
7,img007.png,Brazilian,18-20,female
8,img008.png,Brazilian,18-20,female
9,img009.png,Brazilian,18-20,male
10,img010.png,Brazilian,18-20,female
11,img011.png,Brazilian,18-20,male
12,img012.png,Brazilian,18-20,male
13,img013.png,Brazilian,18-20,male
14,img014.png,Brazilian,18-20,female
15,img015.png,Brazilian,18-20,female
16,img016.png,Brazilian,18-20,male
