id,filename,ethnicity,age_group,gender
1,img001.png,Black Caribbean,13-17,female
2,img002.png,Black Caribbean,13-17,female
3,img003.png,Black Caribbean,13-17,female
4,img004.png,Black Caribbean,13-17,male
5,img005.png,Black Caribbean,13-17,male
6,img006.png,Black Caribbean,13-17,male
7,img007.png,Black Caribbean,13-17,male
8,img008.png,Black Caribbean,13-17,male
9,img009.png,Black Caribbean,13-17,female
10,img010.png,Black Caribbean,13-17,male
11,img011.png,Black Caribbean,13-17,female
12,img012.png,Black Caribbean,13-17,male
13,img013.png,Black Caribbean,13-17,female
14,img014.png,Black Caribbean,13-17,male
15,img015.png,Black Caribbean,13-17,male
16,img016.png,Black Caribbean,13-17,female
17,img017.png,Black Caribbean,13-17,male
