id,filename,ethnicity,age_group,gender
1,img001.png,Filipino,13-17,male
2,img002.png,Filipino,13-17,female
3,img003.png,Filipino,13-17,male
4,img004.png,Filipino,13-17,male
5,img005.png,Filipino,13-17,male
6,img006.png,Filipino,13-17,male
7,img007.png,Filipino,13-17,male
8,img008.png,Filipino,13-17,male
9,img009.png,Filipino,13-17,male
10,img010.png,Filipino,13-17,male
11,img011.png,Filipino,13-17,male
12,img012.png,Filipino,13-17,female
13,img013.png,Filipino,13-17,female
14,img014.png,Filipino,13-17,female
15,img015.png,Filipino,13-17,female
16,img016.png,Filipino,13-17,female
17,img017.png,Filipino,13-17,male
18,img018.png,Filipino,13-17,female
19,img019.png,Filipino,13-17,male
20,img020.png,Filipino,13-17,male
21,img021.png,Filipino,13-17,female
22,img022.png,Filipino,13-17,male
23,img023.png,Filipino,13-17,male
24,img024.png,Filipino,13-17,female
25,img025.png,Filipino,13-17,male
26,img026.png,Filipino,13-17,male
27,img027.png,Filipino,13-17,female
28,img028.png,Filipino,13-17,female
29,img029.png,Filipino,13-17,female
30,img030.png,Filipino,13-17,female
