id,filename,ethnicity,age_group,gender
1,img001.png,Indigenous Australian,21-25,male
2,img002.png,Indigenous Australian,21-25,male
3,img003.png,Indigenous Australian,21-25,male
4,img004.png,Indigenous Australian,21-25,female
5,img005.png,Indigenous Australian,21-25,female
6,img006.png,Indigenous Australian,21-25,male
7,img007.png,Indigenous Australian,21-25,female
8,img008.png,Indigenous Australian,21-25,female
9,img009.png,Indigenous Australian,21-25,male
10,img010.png,Indigenous Australian,21-25,female
11,img011.png,Indigenous Australian,21-25,female
12,img012.png,Indigenous Australian,21-25,male
13,img013.png,Indigenous Australian,21-25,female
14,img014.png,Indigenous Australian,21-25,male
